#tax_id	genomic_nucleotide_accession.version
620894	NC_012137.1
627538	NC_038368.1
627576	NC_043103.1
627584	NC_043098.1
627585	NC_043100.1
631431	NC_038835.1
631431	NC_038836.1
634772	NC_038516.1
643133	NC_038452.1
645425	NC_043096.1
649509	NC_038876.1
649688	NC_012788.1
650121	NC_038702.1
656028	NC_013011.1
656520	NC_038786.1
656520	NC_038787.1
658650	NC_043513.1
660954	NC_043174.1
660954	NC_043175.1
660954	NC_043176.1
662596	NC_010239.1
663559	NC_042027.1
664255	NC_043676.1
664255	NC_043677.1
664255	NC_043678.1
665886	NC_013153.1
665887	NC_013154.1
666145	NC_038887.1
666961	NC_038281.1
669377	NC_038765.1
669377	NC_038766.1
670883	NC_038328.1
673457	NC_044047.1
673832	NC_013646.1
674908	NC_043150.1
675060	NC_038843.1
675060	NC_038844.1
675077	NC_009992.1
676130	NC_043405.1
680112	NC_038320.1
682370	NC_013598.1
686262	NC_044958.1
687344	NC_038336.1
687348	NC_038337.1
687350	NC_038338.1
687352	NC_038339.1
687359	NC_038340.1
687360	NC_038341.1
687362	NC_038342.1
687363	NC_038343.1
687368	NC_038344.1
687381	NC_038348.1
688436	NC_038817.1
688436	NC_038818.1
688436	NC_038819.1
688436	NC_038820.1
688436	NC_038821.1
688436	NC_038822.1
688437	NC_052925.1
688437	NC_052926.1
688437	NC_052927.1
688437	NC_052928.1
688437	NC_052929.1
688437	NC_052930.1
688437	NC_052931.1
688438	NC_052680.1
688438	NC_052681.1
688438	NC_052682.1
688438	NC_052683.1
688438	NC_052684.1
688438	NC_052685.1
688438	NC_052686.1
691958	NC_043695.1
691958	NC_043696.1
694006	NC_009021.1
694007	NC_009019.1
694008	NC_009020.1
698488	NC_041897.1
698489	NC_041898.1
700542	NC_043030.1
710545	NC_038284.1
713090	NC_039083.1
717848	NC_043079.1
727977	NC_016895.2
740934	NC_038534.1
742163	NC_038980.1
742915	NC_036877.1
742916	NC_038415.1
742917	NC_038413.1
742918	NC_038412.1
742920	NC_038407.1
742922	NC_038416.1
742923	NC_038417.1
742924	NC_038414.1
743027	NC_038900.1
743041	NC_038902.1
743042	NC_038903.1
743290	NC_038391.1
743300	NC_038392.1
743543	NC_048031.1
743558	NC_048032.1
743565	NC_048033.1
743571	NC_048030.1
743578	NC_048034.1
745716	NC_038755.1
745716	NC_038756.1
754051	NC_021534.1
756278	NC_047733.1
756280	NC_020860.1
756282	NC_020842.1
756759	NC_004093.1
758866	NC_040656.1
759389	NC_038782.1
759389	NC_038783.1
759389	NC_038784.1
759389	NC_038785.1
858512	NC_038468.1
858513	NC_038462.1
858516	NC_038443.1
861045	NC_014459.2
872291	NC_038839.1
872291	NC_038840.1
874268	NC_048624.1
879096	NC_038504.1
881944	NC_020236.1
889202	NC_038800.1
889202	NC_038801.1
889203	NC_038804.1
889203	NC_038805.1
889873	NC_038295.1
889876	NC_042028.1
908010	NC_014846.1
908072	NC_014895.1
908125	NC_031754.1
912029	NC_038845.1
912029	NC_038846.1
912029	NC_038847.1
912967	NC_038537.1
926066	NC_048629.1
926474	NC_049345.1
926844	NC_005057.1
927810	NC_038698.1
927988	NC_042058.1
929767	NC_038458.1
929831	NC_038270.1
936059	NC_011109.1
937809	NC_038421.1
942033	NC_014927.1
942037	NC_014930.1
942041	NC_038827.1
942041	NC_038828.1
943342	NC_038528.1
943342	NC_038529.1
943342	NC_038530.1
944996	NC_039084.1
945083	NC_042029.1
946046	NC_014791.1
947379	NC_047853.1
947842	NC_047854.1
990550	NC_042112.1
992230	NC_038878.1
994485	NC_038634.1
994485	NC_038635.1
994485	NC_038636.1
994485	NC_038637.1
994485	NC_038638.1
994485	NC_038639.1
994485	NC_038640.1
994485	NC_038641.1
994485	NC_038642.1
994485	NC_038643.1
994485	NC_038644.1
999729	NC_043561.1
999729	NC_043562.1
999729	NC_043563.1
999883	NC_015326.1
1000664	NC_038442.1
1000665	NC_038441.1
1000690	NC_017678.1
1001080	NC_038694.1
1001080	NC_038695.1
1001080	NC_038696.1
1001341	NC_043514.1
1002273	NC_015396.1
1002359	NC_038279.1
1002360	NC_038280.1
1002361	NC_043065.1
1002362	NC_043066.1
1002681	NC_038459.1
1003835	NC_043450.1
1003835	NC_043451.1
1003835	NC_043452.1
1006061	NC_008250.2
1006972	NC_027989.1
1006972	NC_041832.1
1006972	NC_041833.1
1006972	NC_041831.1
1006972	NC_041834.1
1008292	NC_038700.1
1010614	NC_016565.1
1028375	NC_047720.1
1031708	NC_043080.1
1032478	NC_038440.1
1032891	NC_042327.1
1032892	NC_042328.1
1032893	NC_041844.1
1032895	NC_041983.1
1033977	NC_041845.1
1034099	NC_042316.1
1034100	NC_041846.1
1034101	NC_042317.1
1034103	NC_042318.1
1034107	NC_042319.1
1034108	NC_042320.1
1034109	NC_042326.1
1034110	NC_042321.1
1034111	NC_042322.1
1034112	NC_042323.1
1034113	NC_042324.1
1034114	NC_042325.1
1034115	NC_041971.1
1034116	NC_041987.1
1034118	NC_041985.1
1034127	NC_051610.1
1034129	NC_042308.1
1034130	NC_042034.1
1034133	NC_042312.1
1034135	NC_042309.1
1034137	NC_042313.1
1034139	NC_042032.1
1034140	NC_042311.1
1034142	NC_042314.1
1034144	NC_042036.1
1034145	NC_042315.1
1034146	NC_042033.1
1034149	NC_028801.1
1034150	NC_042030.1
1034152	NC_042031.1
1034805	NC_038481.1
1034806	NC_040352.1
1035485	NC_028906.1
1036255	NC_038680.1
1036613	NC_042329.1
1036614	NC_041847.1
1036615	NC_041989.1
1036616	NC_041988.1
1038082	NC_043531.1
1041406	NC_042330.1
1041807	NC_042331.1
1046267	NC_040621.1
1046574	NC_038476.1
1048189	NC_048015.1
1051143	NC_042332.1
1051674	NC_041978.1
1052672	NC_041993.1
1064520	NC_043648.1
1064520	NC_043649.1
1071488	NC_038763.1
1071488	NC_038764.1
1071502	NC_042333.1
1071505	NC_023746.1
1072333	NC_038301.1
1073766	NC_041960.1
1073950	NC_038539.1
1073959	NC_038535.1
1073961	NC_038536.1
1074206	NC_039039.1
1074306	NC_041850.1
1074428	NC_038318.1
1076631	NC_041969.1
1084715	NC_016031.1
1087070	NC_038928.1
1088864	NC_041970.1
1089113	NC_041965.1
1089116	NC_023739.1
1089120	NC_023728.1
1089125	NC_042334.1
1089129	NC_023745.1
1089136	NC_023740.1
1089387	NC_038469.1
1092564	NC_043081.1
1093100	NC_041851.1
1093101	NC_038533.1
1093958	NC_016082.1
1093958	NC_016083.1
1095076	NC_043469.1
1096142	NC_038547.1
1097752	NC_042336.1
1097754	NC_042335.1
1112597	NC_038271.1
1112769	NC_043087.1
1118064	NC_048628.1
1124577	NC_009490.1
1124577	NC_009491.1
1125844	NC_038260.1
1126949	NC_047736.1
1126951	NC_047735.1
1127491	NC_039054.1
1128073	NC_040362.1
1130981	NC_038455.1
1131416	NC_038759.1
1131416	NC_038760.1
1133363	NC_043582.1
1133363	NC_043583.1
1133363	NC_043584.1
1133557	NC_040307.1
1133728	NC_040434.1
1137801	NC_038904.1
1137801	NC_038905.1
1137801	NC_038906.1
1137801	NC_038907.1
1137801	NC_038908.1
1137801	NC_038909.1
1137801	NC_038910.1
1137801	NC_038911.1
1138490	NC_043573.1
1138490	NC_043574.1
1138490	NC_043575.1
1141525	NC_017865.1
1145238	NC_043407.1
1145238	NC_043408.1
1145238	NC_043409.1
1147139	NC_027980.1
1147141	NC_041986.1
1147722	NC_049942.1
1148496	NC_040360.1
1155188	NC_038303.1
1156769	NC_027054.1
1157337	NC_036468.1
1157337	NC_036469.1
1157337	NC_036470.1
1157337	NC_036471.1
1157337	NC_036472.1
1157337	NC_036473.1
1157337	NC_036474.1
1157337	NC_036475.1
1157337	NC_036476.1
1157337	NC_036477.1
1157339	NC_043427.1
1161928	NC_041910.1
1161933	NC_041982.1
1161934	NC_041984.1
1162393	NC_043656.1
1162393	NC_043657.1
1162393	NC_043658.1
1162557	NC_038478.1
1163701	NC_038521.1
1163709	NC_038531.1
1165135	NC_017695.1
1165136	NC_017702.1
1165151	NC_017698.1
1165160	NC_017696.1
1167310	NC_038383.1
1167310	NC_038384.1
1167691	NC_038699.1
1172195	NC_043516.1
1173138	NC_036615.1
1173138	NC_036616.1
1173138	NC_036617.1
1173138	NC_036618.1
1173138	NC_036619.1
1173138	NC_036620.1
1173138	NC_036621.1
1173741	NC_042066.1
1173752	NC_042065.1
1173760	NC_042062.1
1173760	NC_042063.1
1173760	NC_042064.1
1173765	NC_047745.1
1175654	NC_041953.1
1176484	NC_004542.1
1176766	NC_047939.1
1176767	NC_047940.1
1177751	NC_043453.1
1177752	NC_043107.1
1177753	NC_043108.1
1188793	NC_038422.1
1194642	NC_041852.1
1195070	NC_042338.1
1195076	NC_047722.1
1195077	NC_047723.1
1195078	NC_047725.1
1195079	NC_047726.1
1195080	NC_047727.1
1195081	NC_047724.1
1195364	NC_038519.1
1195365	NC_034381.1
1195367	NC_039045.1
1195370	NC_039040.1
1195373	NC_038386.1
1198134	NC_038454.1
1198219	NC_038464.1
1198329	NC_043515.1
1198450	NC_038796.1
1198450	NC_038797.1
1198498	NC_005953.1
1204530	NC_042061.1
1204541	NC_041992.1
1204542	NC_041907.1
1206556	NC_047951.1
1211278	NC_041849.1
1211279	NC_041991.1
1211281	NC_042339.1
1211282	NC_042340.1
1211283	NC_041853.1
1211386	NC_041854.1
1220601	NC_047738.1
1220602	NC_047868.1
1220604	NC_041908.1
1220715	NC_047869.1
1220716	NC_047870.1
1221637	NC_040600.1
1224515	NC_040594.1
1225793	NC_042135.1
1225795	NC_047739.1
1225861	NC_041855.1
1225862	NC_042341.1
1226255	NC_049924.1
1226258	NC_049923.1
1226260	NC_049941.1
1226262	NC_049945.1
1226263	NC_049944.1
1230253	NC_038712.1
1230253	NC_038713.1
1230253	NC_038714.1
1235646	NC_022339.1
1236047	NC_018703.1
1236407	NC_019850.1
1236410	NC_038559.1
1238455	NC_038297.1
1239385	NC_047721.1
1239386	NC_041856.1
1239565	NC_030922.1
1239567	NC_025379.2
1239575	NC_043097.1
1239578	NC_043099.1
1239580	NC_043101.1
1239582	NC_043102.1
1239832	NC_038363.1
1243183	NC_041857.1
1244563	NC_040682.1
1245561	NC_039049.1
1246651	NC_044939.1
1246677	NC_008311.1
1249677	NC_038841.1
1249677	NC_038842.1
1254420	NC_040610.1
1258572	NC_041906.1
1262539	NC_023568.1
1262540	NC_042136.1
1263720	NC_038294.1
1264880	NC_038456.1
1264880	NC_049200.1
1267585	NC_038302.1
1268383	NC_038880.1
1273706	NC_047740.1
1273707	NC_042342.1
1273709	NC_042343.1
1273739	NC_020478.1
1273744	NC_041858.1
1278402	NC_047715.1
1278402	NC_047716.1
1278402	NC_047717.1
1278485	NC_047734.1
1281456	NC_043071.1
1283073	NC_049350.1
1283294	NC_043125.1
1283294	NC_043126.1
1283294	NC_043127.1
1285382	NC_042133.1
1286214	NC_025897.1
1289467	NC_049351.1
1290581	NC_043432.1
1292086	NC_047741.1
1293536	NC_038304.1
1293961	NC_023484.1
1296658	NC_041976.1
1297894	NC_040311.1
1300323	NC_038697.1
1307119	NC_038433.1
1307800	NC_001837.1
1307801	NC_030291.1
1308859	NC_038278.1
1308899	NC_041934.1
1312723	NC_038438.1
1312724	NC_038475.1
1313215	NC_001918.1
1314974	NC_038704.1
1314974	NC_038705.1
1315264	NC_038522.1
1319980	NC_047855.1
1323528	NC_038837.1
1323528	NC_038838.1
1327952	NC_021556.1
1327972	NC_021798.1
1327976	NC_021791.1
1327982	NC_021790.1
1328029	NC_021788.1
1330070	NC_023858.1
1330491	NC_012800.1
1330520	NC_021220.1
1330521	NC_010415.1
1330521	NC_013695.1
1330524	NC_012986.1
1332145	NC_048026.1
1332248	NC_038296.1
1335626	NC_019843.3
1338506	NC_039038.1
1340746	NC_038467.1
1340769	NC_041928.1
1340801	NC_040405.1
1340801	NC_040406.1
1340801	NC_040407.1
1340801	NC_040408.1
1340801	NC_040409.1
1340801	NC_040410.1
1340801	NC_040411.1
1340801	NC_040412.1
1340801	NC_040413.1
1340801	NC_040414.1
1340801	NC_040415.1
1340827	NC_022324.1
1346893	NC_043029.1
1351735	NC_041959.1
1357706	NC_048630.1
1367126	NC_038453.1
1367218	NC_038479.1
1380894	NC_040363.1
1382300	NC_038624.1
1382300	NC_038625.1
1382300	NC_038626.1
1382300	NC_038627.1
1382300	NC_038628.1
1382300	NC_038629.1
1382300	NC_038630.1
1382300	NC_038631.1
1382300	NC_038632.1
1382300	NC_038633.1
1383055	NC_022063.1
1387160	NC_043517.1
1396815	NC_038794.1
1396815	NC_038795.1
1399966	NC_038957.1
1403565	NC_040650.1
1414766	NC_047742.1
1415147	NC_042345.1
1415148	NC_042344.1
1416009	NC_023556.1
1416030	NC_024784.1
1416631	NC_043518.1
1416741	NC_037656.1
1418029	NC_038682.1
1419327	NC_043519.1
1421067	NC_038511.1
1423421	NC_022893.1
1428190	NC_038448.1
1429799	NC_038526.1
1432428	NC_047743.1
1434127	NC_047737.1
1434782	NC_038524.1
1434987	NC_038523.1
1437126	NC_038364.1
1437126	NC_038365.1
1441797	NC_038958.1
1441798	NC_038959.1
1445811	NC_047744.1
1450749	NC_049978.1
1453404	NC_043437.1
1453404	NC_043438.1
1453404	NC_043439.1
1457166	NC_043045.1
1457166	NC_043046.1
1457166	NC_043047.1
1458706	NC_028660.1
1458710	NC_028682.1
1458715	NC_028658.1
1458853	NC_041862.1
1464071	NC_038518.1
1464072	NC_038517.1
1464074	NC_038527.1
1469905	NC_038829.1
1469905	NC_038830.1
1469906	NC_038831.1
1469906	NC_038832.1
1469908	NC_038833.1
1469908	NC_038834.1
1472343	NC_038914.1
1476978	NC_042134.1
1480731	NC_047746.1
1485012	NC_011309.2
1486403	NC_024363.1
1486414	NC_047871.1
1486419	NC_047872.1
1486421	NC_024360.1
1486474	NC_051724.1
1490227	NC_038960.1
1500713	NC_024369.2
1500805	NC_027380.1
1500810	NC_041955.1
1500818	NC_027403.1
1500819	NC_041956.1
1500823	NC_027347.1
1500824	NC_041957.1
1500826	NC_027405.1
1500829	NC_027392.1
1500832	NC_027376.1
1503292	NC_028814.1
1506157	NC_024373.1
1506546	NC_036593.1
1507984	NC_038679.1
1508671	NC_041979.1
1508678	NC_041863.1
1508681	NC_041864.1
1511871	NC_007455.1
1511887	NC_038538.1
1511907	NC_038544.1
1511914	NC_028136.1
1511916	NC_035180.1
1513225	NC_039043.1
1513278	NC_016143.1
1513278	NC_016142.1
1513278	NC_016141.1
1513489	NC_024894.1
1513489	NC_024895.1
1513519	NC_038802.1
1513519	NC_038803.1
1513529	NC_038466.1
1518603	NC_038366.1
1518603	NC_038367.1
1519385	NC_040312.1
1519386	NC_040353.1
1519387	NC_040354.1
1519388	NC_040305.1
1519389	NC_040308.1
1519392	NC_040355.1
1519393	NC_040356.1
1519405	NC_038494.1
1520935	NC_038418.1
1522091	NC_048665.1
1527441	NC_038767.1
1527441	NC_038768.1
1527516	NC_028798.1
1527692	NC_049353.1
1527693	NC_049352.1
1529909	NC_039897.1
1529918	NC_044045.1
1529924	NC_044046.1
1530093	NC_038956.1
1538454	NC_043600.1
1538454	NC_043601.1
1538454	NC_043602.1
1538455	NC_043603.1
1538455	NC_043604.1
1538455	NC_043605.1
1540098	NC_027378.1
1548900	NC_042113.1
1548908	NC_047967.1
1548912	NC_042115.1
1552846	NC_038715.1
1552846	NC_038716.1
1552846	NC_038717.1
1555207	NC_047748.1
1558467	NC_027393.1
1564120	NC_040492.1
1564120	NC_040493.1
1564120	NC_040494.1
1566011	NC_026138.1
1567007	NC_047749.1
1569057	NC_040797.1
1569922	NC_043509.1
1569922	NC_043510.1
1569922	NC_043511.1
1572716	NC_041923.1
1572746	NC_047750.1
1574360	NC_038408.1
1574361	NC_038409.1
1574362	NC_038410.1
1578134	NC_025811.1
1578825	NC_038976.1
1587509	NC_043506.1
1587509	NC_043507.1
1587509	NC_043508.1
1588685	NC_026018.1
1588685	NC_026019.1
1588764	NC_026818.1
1589754	NC_041909.1
1590550	NC_042128.1
1592107	NC_038482.1
1592108	NC_038483.1
1592109	NC_040595.1
1592110	NC_040783.1
1592111	NC_040665.1
1592113	NC_040780.1
1592114	NC_040524.1
1592115	NC_040525.1
1592116	NC_040782.1
1592117	NC_040666.1
1592118	NC_040526.1
1592118	NC_040781.1
1592119	NC_040527.1
1592120	NC_040596.1
1592122	NC_039055.1
1592123	NC_040597.1
1592124	NC_040667.1
1592125	NC_039056.1
1592127	NC_040779.1
1592128	NC_040522.1
1592129	NC_040523.1
1597967	NC_047751.1
1597972	NC_041865.1
1603039	NC_042068.1
1603039	NC_042069.1
1603039	NC_042070.1
1605403	NC_038425.1
1606497	NC_038558.1
1606498	NC_038555.1
1606499	NC_038556.1
1606500	NC_038557.1
1608076	NC_043038.1
1608076	NC_043039.1
1608076	NC_043040.1
1608076	NC_043041.1
1608099	NC_043472.1
1608099	NC_043473.1
1608120	NC_043475.1
1608120	NC_043476.1
1608121	NC_043470.1
1608121	NC_043471.1
1608125	NC_043499.1
1608125	NC_043500.1
1608125	NC_043501.1
1608257	NC_038963.1
1610830	NC_047729.1
1610831	NC_047730.1
1619899	NC_038381.1
1620507	NC_040664.1
1622114	NC_052965.1
1622115	NC_048638.1
1622116	NC_048639.1
1623310	NC_043606.1
1623310	NC_043607.1
1623310	NC_043608.1
1623684	NC_038554.1
1628721	NC_041866.1
1629654	NC_047747.1
1633187	NC_038513.1
1633187	NC_038514.1
1633187	NC_038515.1
1634476	NC_040528.1
1636201	NC_047752.1
1636261	NC_028767.1
1636262	NC_041867.1
1636547	NC_041962.1
1636556	NC_049360.1
1636560	NC_049366.1
1636564	NC_049356.1
1636566	NC_049362.1
1636569	NC_049363.1
1636570	NC_049357.1
1636571	NC_049364.1
1636573	NC_049355.1
1636576	NC_049367.1
1636578	NC_049358.1
1636580	NC_049365.1
1636581	NC_049359.1
1636582	NC_049361.1
1636583	NC_049369.1
1636586	NC_049368.1
1636587	NC_049370.1
1636724	NC_049354.1
1637492	NC_039074.1
1637492	NC_039075.1
1637492	NC_039076.1
1637527	NC_038310.1
1647282	NC_041868.1
1647403	NC_041929.1
1647454	NC_048785.1
1647468	NC_047753.1
1647805	NC_043398.1
1647805	NC_043399.1
1650736	NC_038525.1
1654888	NC_048632.1
1655018	NC_027623.2
1655307	NC_047754.1
1655314	NC_041869.1
1660368	NC_041935.1
1662331	NC_041963.1
1662333	NC_042049.1
1662463	NC_047755.1
1664809	NC_038706.1
1664809	NC_038707.1
1664809	NC_038708.1
1664810	NC_043031.1
1664810	NC_043032.1
1664810	NC_043033.1
1667230	NC_038325.1
1672380	NC_043443.1
1672380	NC_043444.1
1672384	NC_039007.1
1672384	NC_039008.1
1672385	NC_039005.1
1672385	NC_039006.1
1673633	NC_040668.1
1673638	NC_038411.1
1673681	NC_038496.1
1673873	NC_028860.1
1673874	NC_047732.1
1673884	NC_047731.1
1675014	NC_041870.1
1675551	NC_042050.1
1675555	NC_028751.1
1675600	NC_047756.1
1675601	NC_047757.1
1675606	NC_041871.1
1675608	NC_041981.1
1678144	NC_023425.1
1678160	NC_040358.1
1678161	NC_040773.1
1678162	NC_040429.1
1678163	NC_040467.1
1678164	NC_040657.1
1678165	NC_040658.1
1678166	NC_040774.1
1678167	NC_040430.1
1678168	NC_040468.1
1678170	NC_040659.1
1678171	NC_040660.1
1678172	NC_040775.1
1678173	NC_040431.1
1678175	NC_040588.1
1678176	NC_040310.1
1678177	NC_040385.1
1678178	NC_040384.1
1678179	NC_040589.1
1678180	NC_040661.1
1678224	NC_038723.1
1678224	NC_038724.1
1678224	NC_038725.1
1678225	NC_038726.1
1678225	NC_038727.1
1678225	NC_038728.1
1678227	NC_038718.1
1678227	NC_038719.1
1678227	NC_038720.1
1678231	NC_043673.1
1678231	NC_043674.1
1678231	NC_043675.1
1678234	NC_038735.1
1678234	NC_038736.1
1678234	NC_038737.1
1679239	NC_043172.1
1680894	NC_040598.1
1682380	NC_041958.1
1682394	NC_041980.1
1685109	NC_038929.1
1685500	NC_047758.1
1689785	NC_038964.1
1690426	NC_042051.1
1690427	NC_041860.1
1690428	NC_042052.1
1692191	NC_043659.1
1692191	NC_043660.1
1692191	NC_043661.1
1692257	NC_027786.1
1692258	NC_027792.1
1698252	NC_028968.1
1698708	NC_047759.1
1701549	NC_038965.1
1701549	NC_040183.1
1701798	NC_041930.1
1701846	NC_041977.1
1701851	NC_028677.1
1701852	NC_053504.1
1702121	NC_038966.1
1705093	NC_018573.1
1708391	NC_043483.1
1708483	NC_043662.1
1708483	NC_043663.1
1708483	NC_043664.1
1708483	NC_043665.1
1712389	NC_038788.1
1712389	NC_038789.1
1714377	NC_038333.1
1714377	NC_044960.1
1715295	NC_038268.1
1719047	NC_038979.1
1719263	NC_043521.1
1719264	NC_043522.1
1720496	NC_042129.1
1720497	NC_042130.1
1723446	NC_003158.1
1725329	NC_029900.1
1728964	NC_040793.1
1729141	NC_027998.2
1729933	NC_048200.1
1729936	NC_048201.1
1735565	NC_042046.1
1735645	NC_048634.1
1735646	NC_048635.1
1740108	NC_041872.1
1747286	NC_047866.1
1747351	NC_049931.1
1747359	NC_039042.1
1747360	NC_039037.1
1747500	NC_038982.1
1747500	NC_040184.1
1752027	NC_041964.1
1755590	NC_038317.1
1755694	NC_043446.1
1755697	NC_047760.1
1755793	NC_043669.1
1755793	NC_043670.1
1755793	NC_043671.1
1755793	NC_043672.1
1759525	NC_048633.1
1763596	NC_043609.1
1763596	NC_043610.1
1763596	NC_043611.1
1766766	NC_043666.1
1766766	NC_043667.1
1766766	NC_043668.1
1770232	NC_047761.1
1772218	NC_041873.1
1772219	NC_041874.1
1772258	NC_038981.1
1772291	NC_041949.1
1772293	NC_041938.1
1772294	NC_041951.1
1772295	NC_041948.1
1772296	NC_041939.1
1772297	NC_041940.1
1772298	NC_041952.1
1772300	NC_041941.1
1772302	NC_041875.1
1772303	NC_041942.1
1772304	NC_041943.1
1772305	NC_041947.1
1772307	NC_041932.1
1772310	NC_041944.1
1772311	NC_041945.1
1772315	NC_041933.1
1772319	NC_041961.1
1772322	NC_041946.1
1772326	NC_041876.1
1772327	NC_041931.1
1772328	NC_042053.1
1772332	NC_041877.1
1775250	NC_047762.1
1775963	NC_029051.1
1776763	NC_038769.1
1776763	NC_038770.1
1776763	NC_038771.1
1776763	NC_038772.1
1776763	NC_038773.1
1776868	NC_039041.1
1777069	NC_042054.1
1777122	NC_048637.1
1779339	NC_040469.1
1779339	NC_040470.1
1779339	NC_040471.1
1779714	NC_038978.1
1784979	NC_030928.1
1784981	NC_030937.1
1785176	NC_047929.1
1788309	NC_038977.1
1792287	NC_049925.1
1792289	NC_049922.1
1792832	NC_038497.1
1795438	NC_043488.1
1795442	NC_043489.1
1795983	NC_038402.1
1795984	NC_038403.1
1795985	NC_038404.1
1795988	NC_038495.1
1795989	NC_038484.1
1795991	NC_038498.1
1795994	NC_038485.1
1795998	NC_038501.1
1795999	NC_038502.1
1796993	NC_041879.1
1802951	NC_043484.1
1803034	NC_040599.1
1803263	NC_040669.1
1803956	NC_001897.1
1806636	NC_040535.1
1806636	NC_048210.1
1807511	NC_049975.1
1808970	NC_043523.1
1809243	NC_040784.1
1810944	NC_040770.1
1810944	NC_040771.1
1810944	NC_040772.1
1810946	NC_040512.1
1810946	NC_040513.1
1810946	NC_040514.1
1810947	NC_040519.1
1810947	NC_040520.1
1810947	NC_040521.1
1810950	NC_040458.1
1810950	NC_040459.1
1810950	NC_040460.1
1813615	NC_030745.1
1814279	NC_041859.1
1814959	NC_047763.1
1815582	NC_041880.1
1815630	NC_041881.1
1815956	NC_047852.1
1815983	NC_049371.1
1815984	NC_049372.1
1815986	NC_041972.1
1815987	NC_041973.1
1815988	NC_041974.1
1815989	NC_041975.1
1819301	NC_039021.1
1819305	NC_043034.1
1820046	NC_040562.1
1820158	NC_039070.1
1820160	NC_040306.1
1821539	NC_041882.1
1821540	NC_042055.1
1821545	NC_043612.1
1821545	NC_043613.1
1821545	NC_043614.1
1821555	NC_041950.1
1821562	NC_031251.1
1821723	NC_031263.1
1825950	NC_038983.1
1825950	NC_040188.1
1830242	NC_038477.1
1837876	NC_041884.1
1837877	NC_047858.1
1838071	NC_030914.1
1838072	NC_030912.1
1838075	NC_030915.1
1840236	NC_048636.1
1846168	NC_047764.1
1849838	NC_039072.1
1849838	NC_039073.1
1851087	NC_036604.1
1851087	NC_036605.1
1851087	NC_036606.1
1851130	NC_039086.1
1852562	NC_041885.1
1852597	NC_043028.1
1852598	NC_047765.1
1852622	NC_052966.1
1852630	NC_047766.1
1852640	NC_042047.1
1852644	NC_042072.1
1852644	NC_042073.1
1852644	NC_042071.1
1855510	NC_039077.1
1855510	NC_039078.1
1855815	NC_049920.1
1855816	NC_049921.1
1856565	NC_043621.1
1856565	NC_043622.1
1856565	NC_043623.1
1856767	NC_040764.1
1856767	NC_040765.1
1858671	NC_043683.1
1867125	NC_039050.1
1868218	NC_038385.1
1868219	NC_021206.1
1868594	NC_048642.1
1868595	NC_048643.1
1868599	NC_031055.1
1868660	NC_048050.1
1868660	NC_048051.1
1868826	NC_048640.1
1868844	NC_047767.1
1868848	NC_049810.1
1868853	NC_049811.1
1870981	NC_040670.1
1871314	NC_047768.1
1871345	NC_043485.1
1871690	NC_031064.1
1871708	NC_047856.1
1871716	NC_048647.1
1873341	NC_048667.1
1873778	NC_047769.1
1873903	NC_052421.1
1873954	NC_048646.1
1873993	NC_047873.1
1873999	NC_031054.1
1874015	NC_053503.1
1874267	NC_030398.2
1874572	NC_049373.1
1874585	NC_049374.1
1874587	NC_049377.1
1874589	NC_049376.1
1874593	NC_049375.1
1874886	NC_030699.1
1879051	NC_047928.1
1880590	NC_049383.1
1880822	NC_042138.1
1881104	NC_047770.1
1881141	NC_052470.1
1881213	NC_048121.1
1881217	NC_048122.1
1881226	NC_048124.1
1881237	NC_048125.1
1881262	NC_048066.1
1881263	NC_048123.1
1881383	NC_049431.1
1881421	NC_049430.1
1881630	NC_038985.1
1882400	NC_047771.1
1883375	NC_042056.1
1885242	NC_048645.1
1887653	NC_041886.1
1891718	NC_020067.1
1891719	NC_019844.1
1891720	NC_025898.1
1891722	NC_020068.1
1891735	NC_025370.1
1891736	NC_019855.1
1891737	NC_019856.1
1891738	NC_019857.1
1891739	NC_019858.1
1891756	NC_025899.1
1891758	NC_025896.1
1891761	NC_017982.1
1891762	NC_001538.1
1891768	NC_025895.1
1891769	NC_020069.1
1891770	NC_001505.2
1891773	NC_020070.1
1892235	NC_043624.1
1892235	NC_043625.1
1892235	NC_043626.1
1892236	NC_043477.1
1892236	NC_043478.1
1892236	NC_043479.1
1897430	NC_047772.1
1897431	NC_047773.1
1897434	NC_047774.1
1897436	NC_047775.1
1897437	NC_041887.1
1897495	NC_047776.1
1897497	NC_041888.1
1897500	NC_051591.1
1897501	NC_051672.1
1897515	NC_047857.1
1897525	NC_041889.1
1897531	NC_041890.1
1897532	NC_041891.1
1897533	NC_041892.1
1897534	NC_041893.1
1897536	NC_041894.1
1897537	NC_041895.1
1897542	NC_052452.1
1897641	NC_047777.1
1897739	NC_048648.1
1897740	NC_052997.1
1897741	NC_052998.1
1897742	NC_049378.1
1897743	NC_047778.1
1897769	NC_051719.1
1898175	NC_040530.1
1904491	NC_041896.1
1904876	NC_040309.1
1904925	NC_047779.1
1905556	NC_040785.1
1907781	NC_047780.1
1907782	NC_047781.1
1907783	NC_047782.1
1907784	NC_048656.1
1907787	NC_040752.1
1907787	NC_040753.1
1909400	NC_049959.1
1911436	NC_043480.1
1911436	NC_043481.1
1911436	NC_043482.1
1911554	NC_039048.1
1912318	NC_041899.1
1912319	NC_047783.1
1912320	NC_047784.1
1912321	NC_041900.1
